Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,Unnamed: 104,Unnamed: 105,Unnamed: 106,Unnamed: 107,Unnamed: 108,Unnamed: 109,Unnamed: 110,Unnamed: 111,Unnamed: 112,Unnamed: 113,Unnamed: 114,Unnamed: 115,Unnamed: 116,Unnamed: 117,Unnamed: 118,Unnamed: 119,Unnamed: 120,Unnamed: 121,Unnamed: 122,Unnamed: 123
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,5375.538000000001,8468.385,2191.416,2495.2929999999997,740.2,,,,19270.83199999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8496178191502907,Austria,4498.123,,,15071.109,8480.992,4035,0.25,1276.3149999999998,,,610.74,,33972.528999999995
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04707274572704805,Iraq,32128,,240,1557.34,41.576,,,,,,,,33966.916
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.29982412359135824,Philippines (the),20981.071999999996,,736,3132.7039999999997,2971.1,443.46,1951.8,800.481,,,0.05,,31016.666999999994
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03980659936248832,Bangladesh,28567,,,230,846.048,62.9,,45.35,,,,,29751.298
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02090586756392177,Algeria,28132.859999999997,,,128.9,461.8,10,,,,,,,28733.56
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5670568878841643,Belgium,6884.3,3916,1307,128.3,9751.9,5598.76,,795.5500000000002,,,318.15,,28699.959999999995
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8440142127850477,Switzerland,735.1909999999999,2973,562,16034.935999999998,7763.678,102.121,,274.554,,,197.745,,28643.225
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.658255018697773,Greece,9421.996,,,3437,9268.653,5357.203,,168.22699999999998,,,43,,27696.078999999998
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.791328087035033,Portugal,5357.945,,,8346.57,5808.001,5583.139999999999,29.1,708.808,,,41.442,,25875.005999999998
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6276993425799937,Finland,4974,4394,,3191,1203.206,8360,,3149,,,64.5,,25335.706
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2241426629513511,Kazakhstan,19223.2,,,2810.1,1221.6,1520.05,,1.77,,,,,24776.72
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2513694701812457,Israel,17462,,300,6,5605.4,343.25,,26.028,0.1,,50,,23792.778000000002
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44969.126999997534,255402.52799999993,260380.9770000003,10443.953000000562,2658.975000000006,-14.697999999999979,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2790401196023851,Czechia,11181.854,4290,1171.5,1117.092,4159.411,355.8,,821.1410000000001,,,30.5,,23127.298
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.010465561473898209,0.13864854274329702,0.25113132680593375,0.01706379957904143,0.028102202085585656,-0.015116298203898253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6699276713393479,Romania,5765.758,1300,91.5,6588.746999999999,4688.068,3095.764,,156.127,,,1.013,,21686.977
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+1%,+13.9%,+25.1%,+1.7%,+2.8%,-1.5%,,,,,,,,,,,,,,,,,,,,,,,(TWh),,,,,(TWh),,,,,(TWh),,,,,(TWh),,,,,,,,,,,,,0.703796872886017,Colombia,6327.308999999999,,,13224.34,1392.459,33.8,,388.22900000000004,,,2,,21368.137000000002
,CAGR,,,,,,,,,,,,,0.02717339069432287,0.12466848437210723,0.21725152395245206,0.04113504078604809,0.037512202886911095,-0.010007517431106224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DataType,ELECGEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,Total (TWh),,,,,RE (TWh),,,,,Total (TWh),,,,,RE (TWh),,,,,,,,,,,,,0.2438815418349356,Uzbekistan,16017.5,,,2391.1,2274.5,500.75,,,,,,,21183.85
,2011-15,0.011788334489380325,0.05702747698705046,0.021235102045070287,,,,,,,,,,0x7,0x7,0x7,0x7,0x7,0x7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RE Parts,RE,,,,,,,,,,,,,,,,,,,,,,,,,,,,29867.182286864,,,,,8928.492696000001,,,,,29867.182286864,,,,,8928.492696000001,,,,,,,,,,,,,0.005610729991083788,Kuwait,20215.2,,,,101.662,12.4,,,,,,,20329.262000000002
,2012-23,0.013350691833560635,0.05880124832367639,0.024609532738569806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3535228677379481,Ukraine,3375,8000,1700,1250,5500,,,400,,,,,20225
,2017-23,0.010087223954075686,0.052038796159560086,0.021074077925450352,,,,,,,,,DataType,ELECGEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indicator,,,,,,,,,,,,,,,,,,,,,,,,,,DataType,ELECGEN,,,,DataType,ELECGEN,,,,DataType,ELECGEN,,,,DataType,ELECGEN,,,,DataType,ELECGEN,,,,,,,,,,0.754534208733129,Denmark,4230.824,,,7.091,3945,7621.005999999999,,1966,,,173.728,,17943.648999999998
,latest YoY,0.008419476607945606,0.07279077384335009,0.02628463233464237,,,,,,,,,RE Parts,(Multiple Items),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Electricity Generation (GWh),,,,,,,,Grand Total,,,,,,,,,,,,,,,,,RE Parts,(Multiple Items),,,,RE Parts,RE,,,,RE Parts,(Multiple Items),,,,RE Parts,RE,,,,RE Parts,RE,,,,,,,,,,0.5332190312901843,Hungary,5477,2027,,60,7699,324,3,622,,,119,,16331
,DataType,ELECGEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Total Renewable,,,,,,,,,,,,,,,,,,,,,,,,,Year,2023,,,,Year,2023,,,,Year,2023,,,,Year,2023,,,,Year,2023,,,,,,,,,,0.4545353941085858,Peru,8842.59,,,5522.549,527.727,1150.69,,167.56,,,,,16211.116
,,,,,,,,,,,,,Indicator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hydropower,Wind energy,Solar energy,Bioenergy,Geothermal energy,Marine energy,Multiple renewables*,Other renewable energy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.21163331514161324,Nigeria,11468.300000000001,,,2860.8,196.769,,,21.042,,,,,14546.911
,Indicator,Column Labels,,,,,,,,,,,,Electricity Generation (GWh),,,,,,,,,,,,,,Electricity Generation (GWh) Total,,,,,,,,,,,,,Electricity Generation (GWh) Growth,,,,,,,Electricity Generation (GWh) Total,,,,2019,4252819.211999999,1412811.6009999996,691604.4189999999,546771.6470000001,92001.79499999998,996.351,,,6997005.024999998,,,,,,,Generation Growth,,,,,,,,,,,,Electricity Generation (GWh),Electricity Generation (GWh),,,,Electricity Generation (GWh),Electricity Generation (GWh),,,,Electricity Generation (GWh),Electricity Generation (GWh),,,,Electricity Generation (GWh),Electricity Generation (GWh),,Indicator,,,,,,,,,,,0.5118678971817617,Bulgaria,3974.582,2006,864,2486.28,3908.126,704.31,,78.689,,,,,14021.987000000001
,,Electricity Generation (GWh),,Electricity Generation (GWh) Total,,,ELECGEN,,,,,,,Total Renewable,,,,,,,,Total Renewable Total,Total Non-Renewable,,,,Total Non-Renewable Total,,% Variable renewables,,% Clean,%RE,Renewable electricity generation by energy source,,,,,,,,Total Renewable,,,,,,Total Renewable Total,,% VRE,,,2020,4368382.729999998,1588944.6819999998,841856.533,569263.1209999998,95452.98499999999,986.3799999999999,,,7464886.431000006,,,,,,,,,,,,,,,,,,,Indicator,Indicator2,,,,Indicator,Indicator2,,,,Indicator,Indicator2,,,,Indicator,Indicator2,,,Hydropower,Wind energy,Solar energy,Bioenergy,Geothermal energy,Marine energy,Multiple renewables*,Other renewable energy,Grand Total,,0.49794725483586777,Ireland,5778.6,,292,237,1340.326,4941.951,,87.04499999999999,,,590.19,,13267.112000000001
,Row Labels,Total Non-Renewable,Total Renewable,,,% VRE,% Renewables,Add Non-RE,Add RE,Add Total,%RE,YoY RE,,Hydropower,Wind energy,Solar energy,Bioenergy,Geothermal energy,Marine energy,Multiple renewables*,Other renewable energy,,Fossil fuels,Nuclear,Other non-renewable energy,Pumped storage,,,,Other Non-RE,,,,Hydropower,Wind energy,Solar energy,Bioenergy,Geothermal energy,Marine energy,,Hydropower,Wind energy,Solar energy,Bioenergy,Geothermal energy,Marine energy,,,,,,2021,4296867.121000002,1842085.9169999994,1036831.9249999997,612053.1919999999,94618.02999999998,972.328,,,7883428.512999999,,,,,3-y growth,,,,Hydropower,Solar energy,Wind energy,Bioenergy,Geothermal energy,Marine energy,,,Fossil fuels,Coal and peat,0.34055405884315776,10171390.154,,Bioenergy,Biogas,0.010499591945905756,93745.52999999997,,Fossil fuels,Coal and peat,0.34055405884315776,10171390.154,,Bioenergy,Biogas,0.010499591945905756,93745.52999999997,South America,South America,0.7251553461225034,0.12807487961265623,0.07491812175935993,0.07148682524906468,0.00036482725641563696,0,0,0,1,,0.04838836787768934,Belarus,9735,2340,,86.3,265,122,,140.7,,,,,12689
,2000,12704808.17794624,2850950.4100000006,15555758.587946244,,0.0020753302911897544,0.18327299140584044,,,,,,2000,2619126.8050000006,30965.711000000003,1317.6259999999997,146422.46800000005,52571.035,546.765,,,2850950.4100000006,9965337.643946243,2588111.258,63449.363000000005,87909.913,12704808.17794624,15555758.587946244,0.011323710467485822,151359.276,0.3496494007186888,0.18327299140584044,2000,0.9186855007414878,0.010861539678622469,0.0004621707888633529,0.05135917744707458,0.018439827930924968,0.0001917834130268158,,,,,,,,,,,,,2022,4341836.248,2097488.4449999994,1297212.902,622497.1450000005,97277.00499999999,957.63,,,8457269.375,,,,,580.5305169999986,YOY,Asia,2022.0,40801.24700000044,135473.85699999984,121684.72000000009,25300.28199999995,1174.3870000000024,-31.125,324403.3680000003,,Fossil fuels,FF n.e.s.,0.010372127876831836,309786.23400000005,,Bioenergy,Biofuels,0.0006025767375505954,5380.102000000001,,Fossil fuels,FF n.e.s.,0.010372127876831836,309786.23400000005,,Bioenergy,Biofuels,0.0006025767375505954,5380.102000000001,Europe,Europe,0.3471753510464884,0.35563733277354714,0.1726807475445464,0.11667330834037894,0.007542230284241497,0.00029103001079756527,0,0,1,,0.13379366143797308,Singapore,10679,,,,1459,0.1,,217.01,0.021,,172.6,,12527.731
,2001,12870083.61894624,2795859.4359999998,15665943.054946247,,0.002516933890395486,0.1784673559832235,165275.44099999964,-55090.97400000086,110184.4670000039,-0.4999885691691816,-0.01932372229512082,2001,2557776.826,37745.50000000001,1684.6429999999998,146449.45200000008,51678.624,524.391,,,2795859.4359999998,10077917.821946241,2636315.588,68152.932,87697.277,12870083.61894624,15665943.054946247,0.014103049134834978,155850.209,0.34675059171014194,0.1784673559832235,2001,0.9148445708913673,0.013500499887076587,0.0006025492477583912,0.05238083507142385,0.018483985043946254,0.0001875598584277325,,-61349.97900000075,6779.789000000004,367.01700000000005,26.984000000025844,-892.4110000000001,-22.374000000000024,-55090.97400000086,110184.4670000039,0x2a,,,2023,4270210.035999999,2303935.429,1623750.8779999998,631518.5099999992,98158.57600000002,919.2669999999999,,,8928492.695999997,,,,,0.1693943471711438,0.06827329380759892,,2023.0,-93249.3620000002,188074.17999999993,137630.73900000006,22675.50900000002,982.3589999999967,13.72399999999999,256127.1489999998,,Fossil fuels,Natural gas,0.2200381145391951,6571918.476999998,,Bioenergy,RE Waste,0.011026636113406527,98451.24,,Fossil fuels,Natural gas,0.2200381145391951,6571918.476999998,,Bioenergy,RE Waste,0.011026636113406527,98451.24,Oceania,Oceania,0.3301199420912461,0.2584926644147821,0.31983002155845686,0.029598069060775944,0.061959302874739206,0,0,0,1,,0.13828324014616955,Qatar,10573,,,,1680.1,,,19,,,15,,12287.1
,2002,13379331.095946243,2894517.7939999993,16273848.88994625,,0.0033420377912934916,0.17786313573233378,509247.4770000037,98658.35799999954,607905.8350000028,0.16229217145119046,0.03528730977303666,2002,2626828.698,52430.342000000004,1957.4759999999999,160162.70499999996,52604.682,533.891,,,2894517.7939999993,10558822.287946235,2661408.662,69790.71399999999,89309.432,13379331.095946243,16273848.88994625,0.01878994080213971,159100.146,0.3414021165842563,0.17786313573233378,2002,0.9075185868420336,0.018113670646171892,0.0006762701559678165,0.05533312157624276,0.018173901749384103,0.0001844490302000196,,69051.87199999997,14684.841999999997,272.8330000000001,13713.25299999988,926.0579999999973,9.5,98658.35799999954,607905.8350000028,0.1516108244980123,,,,,,,,,,,,,,,,,,YOY,Europe,2022.0,-101433.15299999982,48507.88399999999,51508.86499999993,-10354.38200000007,3.863999999997759,16.427000000000078,-11750.494999999966,,Fossil fuels,Oil,0.02752078411579901,821968.275864,,Bioenergy,Biomass,0.04860189202981679,433941.63799999986,,Fossil fuels,Oil,0.02752078411579901,821968.275864,,Bioenergy,Biomass,0.04860189202981679,433941.63799999986,North America,North America,0.43298043953767085,0.3356198493754844,0.17090961468117663,0.04408500711141803,0.016404400637769174,6.88656480885471e-07,0,0,1,,0.3865714321511744,Morocco,6579,,814,1305.533,951,2395,,7.4,,,,,12051.932999999999
,2003,13938478.151946241,2920749.9870000007,16859228.138946246,,0.0039013848948431813,0.17324339898176125,559147.055999998,26232.193000001367,585379.2489999961,0.04481230423663607,0.009062716095364026,2003,2627632.3190000006,63397.654,2376.6839999999997,173036.72000000006,53775.78399999999,530.8259999999999,,,2920749.9870000007,11142907.274946243,2637711.639,68615.003,89244.235,13938478.151946241,16859228.138946246,0.022519674156554224,157859.238,0.3296984642588401,0.17324339898176125,2003,0.899643013162838,0.021705950280639336,0.0008137238759148882,0.05924393418477143,0.018411635449576733,0.00018174304625957695,,803.6210000007413,10967.311999999998,419.20799999999986,12874.015000000101,1171.1019999999917,-3.0650000000000546,26232.193000001367,585379.2489999961,0.43406664475209544,,DataType,ELECGEN,,,,,,,,,,,,,,154.16694599999954,0.11360806504260614,,2023.0,79281.59399999992,44563.12499999997,57720.44299999974,-15518.480999999942,-77.5460000000021,-51.694000000000074,165917.4409999997,,Nuclear,Nuclear,0.09168994673476247,2738520.353,,Hydropower,Mixed Hydro,0,,,Nuclear,Nuclear,0.09168994673476247,2738520.353,,Hydropower,Mixed Hydro,0,,Asia,Asia,0.45234498680195784,0.2512787508469934,0.21844971328705715,0.07002189928675814,0.007793624183593812,0.00011102559363943839,0,0,1,,0.862516766212523,Lao People's Democratic Republic (the),1653.021,,,10189.234999999999,58.101,,,123.08,,,,,12023.437
,2004,14488573.41361024,3134294.971999999,17622868.385610234,,0.0049470173692715315,0.17785384895453651,550095.2616639994,213544.98499999847,763640.2466639876,0.2796408203115062,0.07311306546279835,2004,2802302.465999999,84108.45099999999,3072.185,188242.41399999996,56060.822,508.63399999999996,,,3134294.971999999,11584536.105610244,2740962.253,72074.31599999999,91000.739,14488573.41361024,17622868.385610234,0.027815070623161502,163075.055,0.3333882485213008,0.17785384895453651,2004,0.8940774531542719,0.026834886872925758,0.0009801837502357454,0.06005893372565446,0.017886262301670827,0.00016228019524130484,,174670.14699999848,20710.796999999984,695.5010000000002,15205.693999999901,2285.0380000000077,-22.19199999999995,213544.98499999847,763640.2466639876,0.10024256949888163,,RE Parts,RE,,,,,,,,,,,,,,0.10471962893399157,YOY,North America,2022.0,19303.618000000017,36517.26999999999,57868.234999999986,-3685.056999999986,341.3999999999978,0,110345.466,,Other NRE,Other NRE,0.005943189159764489,177506.314,,Hydropower,Hydropower,0.4782677414199007,4270210.036,,Other NRE,Other NRE,0.005943189159764489,177506.314,,Hydropower,Hydropower,0.4782677414199007,4270210.036,Eurasia,Eurasia,0.7608978114183791,0.11173797015828103,0.07078889241097644,0.025285908060295854,0.03128941795206759,0,0,0,1,,0.06230773943424375,Oman,10867,,,,672.0899999999999,50,,,,,,,11589.09
,2005,15088935.353016242,3294841.448,18383776.801016234,,0.005854679490780713,0.1792254923274452,600361.9394060019,160546.47600000072,760908.4154059999,0.21099316652233044,0.051222516525799656,2005,2919237.0840000003,103243.2,4387.920999999999,208990.22399999996,58466.666,516.353,,,3294841.448,12148685.721016238,2769058.101,77212.12799999998,93979.403,15088935.353016242,18383776.801016234,0.0326665554924754,171191.531,0.32985058590706967,0.1792254923274452,2005,0.8860022948211984,0.03133480066625652,0.001331754826218879,0.06342952378690604,0.017744910315939427,0.00015671558348078664,,116934.61800000118,19134.74900000001,1315.7359999999994,20747.809999999998,2405.8439999999973,7.718999999999994,160546.47600000072,760908.4154059999,0.1273804664513466,,,,,,,,,,,,,,,,,,-0.029191510621079057,,2023.0,-61904.733000000124,34819.398000000016,-11906.798999999999,-4814.2690000000075,142.72000000000116,0,-43663.683000000114,,Pumped storage,Pumped storage,0.004941871703274685,147599.78300000002,,Solar energy,PV,0.1804044502071013,1610739.8159999996,,Pumped storage,Pumped storage,0.004941871703274685,147599.78300000002,,Solar energy,PV,0.1804044502071013,1610739.8159999996,Africa,Africa,0.7581348983047196,0.06923912759845041,0.12552534599567156,0.01892447975895944,0.028176148342198927,0,0,0,1,,0.03392977205908587,"China, Hong Kong Special Administrative Region",11183,,,0.66,333.1,0.8,,58.202999999999996,,,,,11575.762999999999
,2006,15645229.807928247,3448711.9499999997,19093941.75792824,,0.007098798075243893,0.18061812451941808,556294.454912005,153870.50199999986,710164.9569120072,0.21666867747047275,0.04670042684251187,2006,3031274.8059999994,129545.43,5998.607,221633.03500000006,59769.34900000001,490.72299999999996,,,3448711.9499999997,12681251.438928245,2791900.5590000004,77828.61599999998,94249.19399999999,15645229.807928247,19093941.75792824,0.03930280028171097,172077.80999999997,0.3268373072526397,0.18061812451941808,2006,0.8789585358092895,0.03756342422277396,0.0017393760589370186,0.06426545278738054,0.01733091944660673,0.00014229167501217374,,112037.72199999914,26302.229999999996,1610.6860000000006,12642.811000000103,1302.6830000000118,-25.629999999999995,153870.50199999986,710164.9569120072,0.18140524426182753,,Indicator,,,,,,,,,,,,,,,66.68178300000005,YOY,South America,2022.0,79634.64199999999,19487.180999999997,12069.588000000018,-1569.2659999999887,142.51,0,109764.65500000001,,Bioenergy,Biogas,0.0031387470401327607,93745.52999999997,,Solar energy,CSP,0.0014572517941162687,13011.062000000002,,Bioenergy,Biogas,0.0031387470401327607,93745.52999999997,,Solar energy,CSP,0.0014572517941162687,13011.062000000002,Central America and the Caribbean,Central America and the Caribbean,0.5180193109894772,0.12110405152376333,0.13891920859354184,0.13549327726975943,0.08646415162345807,0,0,0,1,,0.0007294080100781377,Libya,11416,,,,8.333,,,,,,,,11424.332999999999
,2007,16358634.087997247,3553661.417,19912295.50499725,,0.008889377468086367,0.17846568298005433,713404.2800689992,104949.46700000018,818353.7470690086,0.12824462205480705,0.030431496895529413,2007,3068469.3790000007,168926.753,8081.1579999999985,245019.227,62668.882000000005,496.0179999999999,,,3553661.417,13466119.298997246,2720120.588,75160.60100000002,97233.59999999999,16358634.087997247,19912295.50499725,0.049810010079528066,172394.201,0.31507075632869713,0.17846568298005433,2007,0.863467004571978,0.047535972952259455,0.002274037127268616,0.06894838822513519,0.017635017703207374,0.00013957942015160752,,37194.573000001255,39381.323000000004,2082.5509999999986,23386.19199999995,2899.532999999996,5.294999999999959,104949.46700000018,818353.7470690086,0.39508417894108916,,,,Electricity Generation (GWh),,,,,,,,Grand Total,,,,,0.048131060862047256,0.060026264570505874,,2023.0,11072.810000000056,24430.429000000004,17203.076,4511.848999999958,-98.50999999999999,-0.044,57119.610000000015,,Bioenergy,Biofuels,0.00018013423390013747,5380.102000000001,,Wind energy,Offshore,0.02074022472829718,185178.94499999998,,Bioenergy,Biofuels,0.00018013423390013747,5380.102000000001,,Wind energy,Offshore,0.02074022472829718,185178.94499999998,Middle East,Middle East,0.26651908084599674,0.07624123021353908,0.6483582073302585,0.008881481610205582,0,0,0,0,1,,0.7966806907176217,New Zealand,2219.658,,,5502,578.037,1263,1275.4,143.466,,,16.45,,10998.010999999999
,2008,16552869.725610249,3776084.8920000005,20328954.61761023,,0.011298210769826589,0.18574909349883226,194235.6376130022,222423.47500000056,416659.11261298135,0.5338260181209602,0.06258994566448325,2008,3217181.628,216925.2159999999,12755.598000000002,263472.422,65262.183000000005,487.84499999999997,,,3776084.8920000005,13651621.404610246,2734723.218,74541.70599999999,91983.397,16552869.725610249,20328954.61761023,0.060825119288658164,166525.103,0.32027264719061965,0.18574909349883226,2008,0.8519886919957518,0.05744712372848843,0.0033779955601697317,0.06977396682955718,0.017283028551149427,0.00012919333488331964,,148712.24899999937,47998.4629999999,4674.440000000003,18453.195000000007,2593.3009999999995,-8.172999999999945,222423.47500000056,416659.11261298135,0.23681359622674616,,,,Total Renewable,,,,,,,,,,,,,,YOY,Eurasia,2022.0,-1756.426999999967,3663.2340000000004,5741.1990000000005,1632.5609999999997,344.66699999999946,0,9625.234000000033,,Bioenergy,RE Waste,0.0032963015745646773,98451.24,,Wind energy,Onshore,0.23730281875564632,2118756.484,,Bioenergy,RE Waste,0.0032963015745646773,98451.24,,Wind energy,Onshore,0.23730281875564632,2118756.484,,Grand Total,0.4782677414199007,0.2580430434839435,0.18186170200121754,0.07073069682667962,0.010993857456362754,0.00010295881189574531,0,0,1,,0.1529422856612525,Syrian Arab Republic (the),8625,,,1490,60,0.6,,6.705,,,,,10182.305
,2009,16323690.158506237,3909521.4969999986,20233211.655506242,,0.014482402595746898,0.1932229822711347,-229179.56710401177,133436.60499999812,-95742.96210398898,,0.03533728949862765,2009,3267053.2049999996,272077.393,20948.123999999996,281666.1180000001,67289.73400000001,486.92299999999994,,,3909521.4969999986,13461857.79150624,2692627.329,79764.79199999999,89440.24600000001,16323690.158506237,20233211.655506242,0.07495176001074694,169205.038,0.3263025632514103,0.1932229822711347,2009,0.8356657477154168,0.06959352780353828,0.0053582322072086574,0.07204618729328864,0.017211757001882533,0.00012454797866532876,,49871.57699999958,55152.17700000008,8192.525999999994,18193.696000000054,2027.5510000000068,-0.9220000000000255,133436.60499999812,-95742.96210398898,0.4747175859277968,,,,Hydropower,Solar energy,Wind energy,Bioenergy,Geothermal energy,Marine energy,Multiple renewables*,Other renewable energy,,,,,,166.88426500000003,0.01793667248766858,,2023.0,-1120.9500000000116,6395.784,583.9069999999992,663.1960000000017,-16.71900000000096,-0.349,6504.868999999988,,Bioenergy,Biomass,0.014529045084740167,433941.63799999986,,Geothermal energy,Geothermal,0.010993857456362754,98158.576,,Bioenergy,Biomass,0.014529045084740167,433941.63799999986,,Geothermal energy,Geothermal,0.010993857456362754,98158.576,,,,,,,,,,,,,0.006902255371694334,Bahrain,9885,,,,66.028,2.675,,,,,,,9953.703
