Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,Unnamed: 104,Unnamed: 105,Unnamed: 106,Unnamed: 107,Unnamed: 108,Unnamed: 109,Unnamed: 110,Unnamed: 111,Unnamed: 112,Unnamed: 113,Unnamed: 114,Unnamed: 115,Unnamed: 116,Unnamed: 117,Unnamed: 118,Unnamed: 119,Unnamed: 120,Unnamed: 121,Unnamed: 122,Unnamed: 123,Unnamed: 124,Unnamed: 125,Unnamed: 126,Unnamed: 127,Unnamed: 128,Unnamed: 129,Unnamed: 130,Unnamed: 131,Unnamed: 132,Unnamed: 133,Unnamed: 134,Unnamed: 135,Unnamed: 136,Unnamed: 137,Unnamed: 138,Unnamed: 139,Unnamed: 140,Unnamed: 141,Unnamed: 142,Unnamed: 143,Unnamed: 144,Unnamed: 145,Unnamed: 146,Unnamed: 147,Unnamed: 148,Unnamed: 149,Unnamed: 150,Unnamed: 151,Unnamed: 152,Unnamed: 153,Unnamed: 154,Unnamed: 155,Unnamed: 156,Unnamed: 157,Unnamed: 158,Unnamed: 159,Unnamed: 160,Unnamed: 161,Unnamed: 162,Unnamed: 163,Unnamed: 164,Unnamed: 165,Unnamed: 166,Unnamed: 167,Unnamed: 168,Unnamed: 169,Unnamed: 170,Unnamed: 171,Unnamed: 172,Unnamed: 173,Unnamed: 174,Unnamed: 175,Unnamed: 176,Unnamed: 177,Unnamed: 178,Unnamed: 179,Unnamed: 180,Unnamed: 181,Unnamed: 182,Unnamed: 183,Unnamed: 184,Unnamed: 185,Unnamed: 186,Unnamed: 187,Unnamed: 188,Unnamed: 189,Unnamed: 190,Unnamed: 191,Unnamed: 192,Unnamed: 193,Unnamed: 194,Unnamed: 195,Unnamed: 196,Unnamed: 197,Unnamed: 198,Unnamed: 199,Unnamed: 200,Unnamed: 201,Unnamed: 202,Unnamed: 203,Unnamed: 204,Unnamed: 205,Unnamed: 206,Unnamed: 207,Unnamed: 208,Unnamed: 209,Unnamed: 210,Unnamed: 211,Unnamed: 212,Unnamed: 213,Unnamed: 214,Unnamed: 215,Unnamed: 216,Unnamed: 217,Unnamed: 218,Unnamed: 219,Unnamed: 220,Unnamed: 221,Unnamed: 222,Unnamed: 223,Unnamed: 224,Unnamed: 225,Unnamed: 226,Unnamed: 227,Unnamed: 228,Unnamed: 229,Unnamed: 230,Unnamed: 231,Unnamed: 232,Unnamed: 233,Unnamed: 234,Unnamed: 235,Unnamed: 236,Unnamed: 237,Unnamed: 238,Unnamed: 239,Unnamed: 240,Unnamed: 241,Unnamed: 242,Unnamed: 243,Unnamed: 244,Unnamed: 245,Unnamed: 246,Unnamed: 247,Unnamed: 248,Unnamed: 249,Unnamed: 250,Unnamed: 251,Unnamed: 252,Unnamed: 253,Unnamed: 254,Unnamed: 255,Unnamed: 256,Unnamed: 257,Unnamed: 258,Unnamed: 259,Unnamed: 260,Unnamed: 261,Unnamed: 262
,,,Pumped storage,,,87909.913,87697.277,89309.432,89244.235,91000.739,93979.403,94249.19399999999,97233.59999999999,91983.397,89440.24600000001,95405.143,90414.43000000002,89051.203,88988.16500000001,92254.34499999999,94030.755,114411.11499999999,121016.795,117467.24599999998,114165.029,120133.59999999998,124569.91199999995,142061.69000000006,147599.78299999997,80838.54999999999,77722.54999999999,79137.54999999999,79297.54999999999,80423.54999999999,83266.54999999999,85960.54999999999,90139.54999999999,91926.54999999999,96550.05,100052.04999999999,103273.20999999999,105605.294,107729.244,109470.744,111901.744,116994.78400000001,119843.36400000002,120365.664,120612.56400000001,122319.424,127082.92400000001,136513.34399999998,141811.294,150074.294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186.0391507596416,,,,,,,,,,35.585921750986216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Other non-renewable energy,,,63449.363000000005,68152.932,69790.71399999999,68615.003,72074.31599999999,77212.12799999998,77828.61599999998,75160.60100000002,74541.70599999999,79764.79199999999,94642.77100000001,100837.299,98111.10800000001,103062.642,107314.83399999997,109841.00200000001,123216.29700000004,130903.25000000001,138794.21600000001,147451.63899999997,152921.51700000002,168828.97299999997,174893.61900000004,177506.314,5724.16,5981.530000000001,6457.6849999999995,7275.179999999999,7445.879999999999,8391.443,8932.42,8854.192,9096.937,9550.955,11042.518999999998,11548.899000000001,12889.934000000001,14249.06,14967.518,15000.782,16091.832999999997,17974.359999999997,22192.39,24826.01900000001,26305.390000000007,29959.066,48016.57699999999,67344.55900000001,68326.81600000004,267188,251018,244860,281129,299630,308749.586,375431.705,316994.20499999996,337881.54000000004,359310.18000000005,376856.397,390506.993,344831.184,403662.23299999995,391726.803,386113.096,424767.779,456403.97799999994,457055.30400000006,482865.214,460463.5960000001,475241.27400000003,335521.771,364008.69499999995,,,,,,,,,41.814760610495505,67.61759021558917,,53.29587657911875,,188.00271344122493,,18.59014387082073,0.5689363712725746,5.343903021524385,56.94703213406561,42.10472287162799,1.9411556429907184,468.7631497285977,0.086219,0.5816385588183011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Total Renewable,,,,2850950.4100000006,2795859.4359999998,2894517.7939999993,2920749.9870000007,3134294.971999999,3294841.448,3448711.9499999997,3553661.417,3776084.8920000005,3909521.4969999986,4200674.726999998,4418875.532000003,4762327.482000002,5035764.517000003,5307352.637000001,5516414.302999999,5871129.937999996,6237917.545000003,6633833.717000004,6997005.024999998,7464886.431000006,7883428.512999999,8457269.375,8928492.695999997,764381.736,785527.9479999997,806421.5249999997,836678.6909999998,869536.0009999996,908759.3789999995,950291.8789999994,999740.5129999995,1062883.8079999995,1144020.8320000006,1226911.5830000006,1331616.528,1445932.162000001,1569868.1800000006,1696346.9300000004,1849073.3420000009,2017387.629,2183975.609999998,2354049.8329999987,2538219.3669999987,2808097.0559999994,3072574.847999999,3375095.803999997,3860901.2719999994,4442755.095,298502.05000000005,309936.049,327710.70399999997,359577.80500000005,369267.461,398057.6399999999,436823.269,469472.122,491297.40200000006,518743.23900000006,589174.4929999999,600884.08,670503.2089999999,702108.613,723701.8910000002,755425.6689999999,811883.1750000002,843234.4660000001,865907.2679999997,908310.9889999998,909124.3600000001,979018.1439999997,930746.5719999998,919129.0149999999,1447.0781404250497,1610.0337310406921,2725.1612952756514,5198.304882470752,3361.7981442399396,3601.4583668273795,4353.151546283805,7278.373680194588,10631.201361083013,17780.356063891777,18915.997603938744,21842.287839140296,26980.91829723004,20063.506606959003,27469.076085463872,19410.122769007015,35113.81226896902,30645.101569938808,24459.68200175548,17066.05443935533,17220.774632565935,20395.03012093428,24179.592615259808,26392.64979801387,1513.5,1719.97,1275.45,2875.99,1710.38,2766.63,3227.71,4388.14,3976.43,4682.84,10411.25,12495.4,9911.07,13113.52,17944.29,12096.92,27340.85,22112.11,17159.5,12101.26,11562.67,11827.17,13797.98,44307.09739874059,44538.7321242869,45028.21295218793,45446.79826425099,46054.26932924283,47961.47986423029,49005.63243861783,53564.03817136847,55249.944201104474,57491.82052990332,60013.21036748146,62458.60051073585,66214.36229023144,68736.4232976549,71487.58304616123,74577.43270064134,77463.55554774059,79912.64493780847,82974.23521405495,88177.36623965378,92442.55800859767,97326.73240229423,103804.86394686044,111666.06631407885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Hydropower (excl. Pumped Storage),,,2619126.8050000006,2557776.826,2626828.698,2627632.3190000006,2802302.465999999,2919237.0840000003,3031274.8059999994,3068469.3790000007,3217181.628,3267053.2049999996,3437749.058999999,3514036.7790000006,3692513.5330000003,3791207.427,3895421.915000002,3897497.5919999992,4037659.672,4089207.4020000007,4207213.037000001,4252819.211999999,4368382.729999998,4296867.121000002,4341836.248,4270210.035999999,706581.543,718506.1000000001,730219.8580000001,748874.2160000001,769253.2169999998,791140.2589999998,811953.3749999999,837302.9899999999,866475.944,896442,926313.1219999997,954265.366,987534.1579999997,1034765.5720000002,1067128.3139999998,1099059.2219999998,1135993.547,1154453.2349999999,1173417.3940000003,1189468.506,1209756.472,1233037.4260000002,1256962.7610000004,1267306.7720000006,1276622.3840000008,,,,,,,,,,,,,,,,,,,,,,,,,384.1298101970048,1043.822548425013,2003.8346475622102,4384.066144173162,2809.28589363908,1846.963229545153,3225.171981106291,6308.91711455567,6481.151713942523,10372.821672543474,6746.832474231443,10100.193465402139,14447.681053592798,7340.557686198644,9857.194228554217,4779.764097762234,10776.56683240619,8842.660882063494,6942.517985468109,1714.473379989068,2646.6992032980224,3075.653064299106,1477.940497734231,3278.9600900895293,427.34,1138.8,749.13,2158.48,1163.95,1451.43,2530.14,3633.52,2547.55,1697.23,5659.4,6834.03,4145.11,5958.48,7607.91,4280.54,9484.91,8714.41,5639.73,1424.02,2258.17,1877.84,1055.62,40654.11644767258,40548.74431361398,40765.75919119683,40732.45282547367,40794.595186968254,41842.369561174324,41753.30376000569,45310.7732409633,45940.590881254044,46089.13444272505,46724.588016191396,46923.494522903435,47945.47029681153,48593.57754485319,48638.677327704376,49176.53185847449,49820.934564413845,49840.79239950592,50241.90084381601,51250.32928122015,51610.96676362962,51561.5293976569,51623.82038990094,51389.449589584765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Renewable hydropower,,2619126.8050000006,2557776.826,2626828.698,2627632.3190000006,2802302.465999999,2919237.0840000003,3031274.8059999994,3068469.3790000007,3217181.628,3267053.2049999996,3437749.058999999,3514036.7790000006,3692513.5330000003,3791207.427,3895421.915000002,3897497.5919999992,4037659.672,4089207.4020000007,4207213.037000001,4252819.211999999,4368382.729999998,4296867.121000002,4333468.3100000005,4270210.035999999,664665.3529999999,670769.91,681858.6680000001,700783.0260000001,720154.0269999999,739727.5389999999,760118.6849999999,785431.2999999999,814107.337,843868.3929999999,873507.5149999999,901171.0750000002,934094.35,981057.343,1013431.995,1044897.711,1079632.141,1097030.554,1116084.92,1132114.957,1152438.5499999998,1175305.069,1197349.2440000006,1208064.3220000009,1217227.9340000006,,,,,,,,,,,,,,,,,,,,,,,,,384.1298101970048,1043.822548425013,2003.8346475622102,4384.066144173162,2809.28589363908,1846.963229545153,3225.171981106291,6308.91711455567,6481.151713942523,10372.821672543474,6746.832474231443,10100.193465402139,14447.681053592798,7340.557686198644,9857.194228554217,4779.764097762234,10776.56683240619,8842.660882063494,6942.517985468109,1714.473379989068,2646.6992032980224,3075.653064299106,1477.940497734231,3278.9600900895293,427.34,1138.8,749.13,2158.48,1163.95,1451.43,2530.14,3633.52,2547.55,1697.23,5659.4,6834.03,4145.11,5958.48,7607.91,4280.54,9484.91,8714.41,5639.73,1424.02,2258.17,1877.84,1055.62,40654.11644767258,40548.74431361398,40765.75919119683,40732.45282547367,40794.595186968254,41842.369561174324,41753.30376000569,45310.7732409633,45940.590881254044,46089.13444272505,46724.588016191396,46923.494522903435,47945.47029681153,48593.57754485319,48638.677327704376,49176.53185847449,49820.934564413845,49840.79239950592,50241.90084381601,51250.32928122015,51610.96676362962,51561.5293976569,51623.82038990094,51389.449589584765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Mixed Hydro Plants,,,,,,,,,,,,,,,,,,,,,,,,8367.938,,41916.19,47736.19,48361.19,48091.19,49099.19,51412.72,51834.69,51871.69,52368.607,52573.607,52805.607,53094.291,53439.808000000005,53708.22900000001,53696.319,54161.511,56361.406,57422.681000000004,57332.474,57353.549,57317.922,57732.356999999996,59613.517000000014,59242.44999999999,59394.450000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Marine energy,,,546.765,524.391,533.891,530.8259999999999,508.63399999999996,516.353,490.72299999999996,496.0179999999999,487.84499999999997,486.92299999999994,514.323,513.455,498.354,925.9909999999999,999.159,1007.9999999999999,1043.8480000000002,1049.559,1022.7669999999999,996.351,986.3799999999999,972.328,957.63,919.2669999999999,238.25,240.25,243.25,244.25,243.25,241.25,240.25,242.55,245.55,244.55,249.9,247.93,254.65900000000002,509.966,512.777,513.288,523.908,526.872,526.854,524.8340000000001,491.1360000000001,490.5630000000001,492.141,492.091,493.687,,,,,,,,,,,,,,,,,,,,,,,,,0.006714218896164639,,,,,,0.3956635494378481,,0.011974099286070065,0.08106465184167597,0.07831185218566923,,0.031696913161465404,0.41437667680200324,0.06294540097596905,0.09104703777754393,11.978180363144771,,,2.687175431764454,,0.005256528986849416,0.250154,,0.01,,,,,,0.43,,0.01,0.09,0.08,,0.04,0.45,0.07,0.1,,,,2.88,,0.01,0.27,4.271657928060385,4.272974060051166,4.290849873679467,4.276478363269673,4.2285140520819136,4.163909697903479,4.117557640486232,4.146698927904713,4.167794516723498,4.126355546404008,4.477622935752539,4.41607583221564,4.527884800079527,9.357045697646742,9.400759455700081,15.557965149720035,9.567550014442432,9.523767969776697,9.461029985984688,9.360398990040746,10.693210209769086,10.648833288230271,10.64798553509749,10.64412247120738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Wind energy,,,30965.711000000003,37745.50000000001,52430.342000000004,63397.654,84108.45099999999,103243.2,129545.43,168926.753,216925.2159999999,272077.393,342890.45099999994,433861.889,526180.5209999998,636555.5070000002,712215.6929999997,827996.5229999998,953046.3259999998,1131498.9939999997,1258771.6309999991,1412811.6009999996,1588944.6819999998,1842085.9169999994,2097488.4449999994,2303935.429,16960.929999999997,23954.521000000004,30723.199000000008,38659.721999999994,47660.06799999999,58462.901,73143.35900000001,91516.42,115475.39600000002,150104.493,180840.54100000003,220178.196,266937.92599999986,299758.55700000003,349493.811,416384.98299999995,467316.3850000001,514977.58,563520.634,623066.9010000002,733362.2639999999,824308.337,903007.7320000001,1018345.997,1132656.9090000005,,,,,,,,,,,,,,,,,,,,,,,,,4.397572474314185,51.8422400095261,77.27311263014813,144.13681683902666,130.3322164892413,446.704120029415,197.113584440615,133.18157527861416,2213.9118237459734,1868.1087020416226,5434.287876530084,4228.068736541663,3981.238102959035,5045.243921502083,8273.038808718893,4960.911486017861,5169.703514926546,6587.007500086025,3135.9564556647565,3510.402210492005,2291.972122017527,4360.251898627862,3788.630842379673,4199.486045607413,4.41,54.74,86.58,165.03,137.26,154.31,108.14,142.96,292.85,249.2,1509.98,243.43,703.86,1495.52,2324.18,878.73,1155.66,1868.63,959.67,1665.83,425.99,681.89,1691.26,1092.2255499431856,1227.2951829919468,1469.3199812561768,1773.9307498581754,2137.5575920330807,2484.8838286067744,2839.851241677714,3570.0282802974466,4034.379646984209,5521.986549612775,6452.240516539557,7136.860382890655,8156.866073739134,8916.615073437046,10316.306203103135,11096.075243672743,12033.645553900726,13036.497254712503,13764.683350548057,14861.726591289187,16091.21911976035,17490.290303191858,19029.704651947075,20681.82091252443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Onshore wind energy,,30848.827000000005,37589.51500000001,51988.929000000004,62555.675,82876.04799999998,101803.517,127864.992,166634.564,213599.12199999992,267704.095,335375.72899999993,422269.456,511646.5779999999,616038.1930000002,687557.8519999997,791744.6639999999,911416.4209999999,1074616.1889999998,1190465.7469999995,1328284.1809999996,1484667.2009999994,1704259.4729999993,1935604.6299999994,2118756.484,16893.98,23878.571000000007,30483.249000000003,38149.17199999999,47064.31799999999,57777.151,72259.60900000001,90422.17000000001,114032.94600000003,147970.943,177785.19100000002,216391.58599999995,261593.17599999995,292576.507,340991.2409999999,404652.11299999995,452939.135,496172.68,539961.034,594803.6010000001,699022.315,770039.963,840380.6520000001,944090.795,1049777.503,,,,,,,,,,,,,,,,,,,,,,,,,4.397572474314185,51.8422400095261,77.27311263014813,144.13681683902666,130.3322164892413,446.704120029415,197.113584440615,133.18157527861416,1967.9147881375561,1480.669301438271,3462.771056427982,2831.7032006787203,2858.8543870145245,3780.4221997309432,4894.647596815672,3470.4628312896793,2345.2689110891447,5622.145270967534,1866.0272648074251,3510.402210492005,1784.529647845136,2385.0456692948783,2975.5247909319423,1805.4180034515114,4.41,54.74,86.58,165.03,137.26,154.31,108.14,142.96,292.85,249.2,1509.98,243.43,703.86,1495.52,2324.18,878.73,1155.66,1868.63,959.67,1665.83,425.99,681.89,1691.26,1092.2255499431856,1227.2951829919468,1469.3199812561768,1773.9307498581754,2137.5575920330807,2484.8838286067744,2839.851241677714,3570.0282802974466,4034.379646984209,5521.986549612775,6452.240516539557,7136.860382890655,8156.866073739134,8916.615073437046,10316.306203103135,11096.075243672743,12033.645553900726,13036.497254712503,13764.683350548057,14861.726591289187,16091.21911976035,17490.290303191858,19029.704651947075,20681.82091252443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Offshore wind energy,,116.88399999999999,155.985,441.413,841.979,1232.403,1439.683,1680.438,2292.189,3326.094,4373.298,7514.722,11592.433,14533.943,20517.314,24657.841,36251.859000000004,41629.905,56882.805,68305.884,84527.41999999998,104277.481,137826.444,161883.81500000003,185178.94499999998,66.95,75.95,239.95,510.55,595.7500000000001,685.75,883.75,1094.25,1442.45,2133.55,3055.3500000000004,3786.61,5344.75,7182.05,8502.570000000002,11732.870000000003,14377.25,18804.9,23559.600000000002,28263.3,34339.949,54268.374,62627.08,74255.202,82879.406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,245.9970356084175,387.4394006033516,1971.5168201021017,1396.365535862944,1122.3837159445106,1264.82172177114,3378.39121190322,1490.4486547281813,2824.4346038374006,964.8622291184915,1269.9291908573316,,507.44247417239086,1975.2062293329834,813.1060514477309,2394.068042155902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Solar energy,,,1317.6259999999997,1684.6429999999998,1957.4759999999999,2376.6839999999997,3072.185,4387.920999999999,5998.607,8081.1579999999985,12755.598000000002,20948.123999999996,33789.96400000002,65665.55200000001,101665.42699999998,137365.01399999997,192590.34699999995,252301.58800000002,324828.137,435595.20499999996,560272.8210000003,691604.4189999999,841856.533,1036831.9249999997,1297212.902,1623750.8779999998,1220.1369999999995,1330.7649999999994,1630.5589999999995,2341.8249999999994,3426.2489999999993,4922.178000000001,6485.609999999999,8955.674,15228.925000000001,23544.179,41371.460999999996,72420.90399999998,102293.96700000002,139004.10800000004,178057.82300000006,225719.37300000005,297397.48600000003,391501.4959999999,486528.4429999998,588691.1560000002,719664.2070000004,862990.8170000003,1056372.969,1413473.0320000001,1866306.4330000004,24,27,37,51,51,55,49,62,69,164.2,206.299,297.774,454.587,579.5360000000001,829.65,1062.051,1493.284,1837.712,2266.768,2461.753,2842.843,2583.771,3048.317,2922.041,22.356145829284504,329.67594684466326,157.65589202711845,63.48917489203707,16.182443708875425,265.4756765671569,65.35441438052202,25.97785179566509,350.69146792099235,1969.6771084138009,2239.163630747168,1999.2761341397045,4466.8282620009895,3119.8137215922848,3882.517487893106,2735.6719653411355,11211.791606691211,4740.97700266253,4340.892168529863,3347.192949794016,3652.0914661633046,6660.261428521421,7933.166715467548,10360.203360762815,20.16,352.66,112.23,68.08,15.68,277.19,69.55,26.94,359.37,325.91,452.73,1246.17,1717.46,2345.05,3487.77,2417.99,10825.7,4639.27,3996.87,2734.97,2847.22,5226.33,5267.38,39.46032534190095,45.06648774612434,53.788798355106735,91.49551228349739,129.46148297156785,151.838717785852,189.07514921110777,240.62045660711505,406.5636361342873,747.9190114134207,1463.277399462309,2513.662841021407,4148.647061297549,5084.941559449891,6233.97791034864,7907.41544403373,9178.95577077895,10306.652357279187,11931.23510970008,14921.636957207607,17480.831433196196,21023.648881235855,25832.009790117674,32129.209897603825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Solar energy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.16,352.66,112.23,68.08,15.68,277.19,69.55,26.94,359.37,325.91,452.73,1246.17,1717.46,2345.05,3487.77,2417.99,10825.7,4639.27,3996.87,2734.97,2847.22,5226.33,5267.38,39.46032534190095,45.06648774612434,53.788798355106735,91.49551228349739,129.46148297156785,151.838717785852,189.07514921110777,240.62045660711505,406.5636361342873,747.9190114134207,1463.277399462309,2513.662841021407,4148.647061297549,5084.941559449891,6233.97791034864,7907.41544403373,9178.95577077895,10306.652357279187,11931.23510970008,14921.636957207607,17480.831433196196,21023.648881235855,25832.009790117674,32129.209897603825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Solar photovoltaic,,791.6259999999999,1119.643,1388.4759999999999,1827.684,2484.185,3790.921,5447.607,7396.147999999999,11856.451000000001,20025.123999999996,32136.68800000001,62468.588000000025,96195.61999999998,131190.051,183462.28799999994,242111.37500000003,313691.45999999996,423605.15799999994,548248.0820000003,677491.6019999998,828686.579,1023123.9189999996,1284385.236,1610739.8159999996,801.1370000000001,1084.7649999999994,1428.5589999999995,1953.4249999999995,3037.8489999999993,4533.777999999999,6073.209999999999,8476.674,14693.925000000001,22779.079,40105.64099999999,70716.58399999997,99727.44700000001,135062.52500000005,173458.74000000002,220869.18000000002,292427.29300000006,386431.3329999999,480717.45899999986,582323.0220000002,713258.3730000004,856624.6130000002,1049808.8750000002,1406608.938,1858725.3390000002,,,,,,,,,,,,,,,,,,,,,,,,,22.356145829284504,329.67594684466326,157.65589202711845,63.48917489203707,16.182443708875425,265.4756765671569,65.35441438052202,25.97785179566509,350.69146792099235,1859.5437750804676,2239.163630747168,1728.3551243144532,4065.2221096599997,2764.7426639532255,3392.5320543335865,1979.3638121465494,11211.791606691211,4740.97700266253,4339.796938700134,3141.196532533784,3650.641122890278,6639.704335941936,7690.026162467547,10316.308153288883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,On-grid Solar photovoltaic,726.1939999999998,1033.107,1268.2720000000002,1683.1299999999999,2315.322,3597.787,5231.885,7113.004999999999,11517.363000000001,19622.655,31626.983000000015,61752.98100000002,95234.53899999998,129781.268,181670.90199999994,239829.90000000005,311107.665,420334.58499999996,544099.1340000003,673083.8549999999,823645.758,1017574.4629999996,1277668.811,1603044.0499999998,755.6970000000001,1022.79,1341.0229999999995,1847.4569999999994,2915.3009999999995,4390.342,5911.620999999999,8265.911000000002,14444.872000000001,22483.378999999994,39732.75499999999,70189.30299999997,99017.22700000001,134040.23000000004,172168.69500000004,219262.03500000003,290561.20100000006,384045.1119999999,477686.5119999998,578978.1860000002,709092.7070000004,851793.5040000002,1044311.353,1400822.0670000003,1852358.816,,,,,,,,,,,,,,,,,,,,,,,,,22.356145829284504,329.67594684466326,110.17571181432072,63.48917489203707,16.182443708875425,265.4756765671569,65.35441438052202,25.97785179566509,350.69146792099235,684.5464398703209,1048.2381931941986,1534.906581626808,1696.7046650119964,2401.159175888136,3311.07403491118,1899.7752737681435,11117.110007203179,4624.118209126981,4024.6802086385205,2627.0946022151816,3396.8372009274553,4223.45881517332,4882.831463739699,3675.911612907268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
